resultId,raceId,driverId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,position_change,is_fastest_lap,driver_experience,grid_experience_interaction,avg_position_last_5,constructorId_2,constructorId_3,constructorId_4,constructorId_5,constructorId_6,constructorId_7,constructorId_8,constructorId_9,constructorId_10,constructorId_11,constructorId_12,constructorId_15,constructorId_16,constructorId_17,constructorId_19,constructorId_23,constructorId_51,constructorId_117,constructorId_131,constructorId_164,constructorId_205,constructorId_206,constructorId_207,constructorId_208,constructorId_209,constructorId_210,constructorId_211,constructorId_213,constructorId_214,constructorId_215,statusId_11,statusId_131
527,43,2,9,7,5,5,5,4.0,70,+48.801,5503001,70,7,1:16.875,206.563,2,0,21,147,3.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
528,43,21,3,5,6,6,6,3.0,70,+51.940,5506140,70,5,1:16.703,207.027,-1,0,6,30,7.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
529,43,4,1,10,7,7,7,2.0,70,+56.516,5510716,36,3,1:16.495,207.59,3,0,21,210,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
530,43,18,7,12,8,8,8,1.0,70,+58.885,5513085,70,6,1:16.770,206.846,4,0,6,72,9.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
531,43,3,16,9,9,9,9,0.0,70,+1:08.505,5522705,69,9,1:17.011,206.199,0,0,13,117,9.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
545,44,8,6,2,1,1,1,10.0,59,1:21:43.074,4903074,17,1,1:20.638,229.514,1,1,19,38,2.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
546,44,4,1,3,2,2,2,8.0,59,+2.459,4905533,35,3,1:21.117,228.159,1,0,22,66,3.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
547,44,1,2,1,3,3,3,6.0,59,+39.373,4942447,11,4,1:21.675,226.6,-2,0,25,25,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
548,44,9,10,5,4,4,4,5.0,59,+53.319,4956393,14,6,1:22.105,225.413,1,0,19,95,4.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
549,44,13,5,4,5,5,5,4.0,59,+54.063,4957137,17,2,1:20.858,228.89,-1,0,22,88,2.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
550,44,2,9,9,6,6,6,3.0,59,+56.336,4959410,17,5,1:21.991,225.727,3,0,22,198,4.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
567,45,4,1,2,1,1,1,10.0,60,2:06:26.358,7586358,35,2,1:33.231,198.783,1,0,23,46,3.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
568,45,13,5,3,2,2,2,8.0,60,+8.155,7594513,34,1,1:32.853,199.592,1,1,23,69,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
569,45,17,15,6,3,3,3,6.0,60,+1:05.674,7652032,29,8,1:34.449,196.22,3,0,17,102,7.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
570,45,25,17,12,4,4,4,5.0,60,+1:05.937,7652295,33,5,1:34.235,196.665,8,0,3,36,5.333333333333333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
571,45,14,14,20,5,5,5,4.0,60,+1:13.656,7660014,48,6,1:34.316,196.496,15,0,10,200,7.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
572,45,2,9,4,6,6,6,3.0,60,+1:20.298,7666656,49,7,1:34.354,196.417,-2,0,23,92,4.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
573,45,9,10,5,7,7,7,2.0,60,+1:22.415,7668773,49,9,1:34.451,196.216,-2,0,20,100,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
589,46,1,2,1,1,1,1,10.0,70,1:35:52.991,5752991,13,2,1:20.171,196.724,0,0,26,26,1.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
590,46,8,6,3,2,2,2,8.0,70,+0.715,5753706,70,1,1:20.047,197.029,1,1,20,60,2.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
591,46,2,9,2,3,3,3,6.0,70,+43.129,5796120,16,5,1:20.582,195.721,-1,0,24,48,4.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
592,46,4,1,6,4,4,4,5.0,70,+44.858,5797849,49,3,1:20.324,196.349,2,0,24,144,3.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
593,46,9,10,7,5,5,5,4.0,70,+47.616,5800607,40,4,1:20.419,196.117,2,0,21,147,4.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
594,46,23,11,5,6,6,6,3.0,70,+50.669,5803660,69,9,1:20.961,194.804,-1,0,2,10,7.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595,46,3,16,4,7,7,7,2.0,70,+59.139,5812130,68,6,1:20.672,195.502,-3,0,14,56,8.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
596,46,5,4,11,8,8,8,1.0,70,+1:08.104,5821095,69,8,1:20.935,194.867,3,0,18,198,6.6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
597,46,17,15,9,9,9,9,0.0,70,+1:16.331,5829322,63,7,1:20.915,194.915,0,0,18,162,7.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
611,47,13,5,1,1,1,1,10.0,58,1:26:42.161,5202161,18,2,1:27.922,218.566,0,0,24,24,2.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
612,47,8,6,3,2,2,2,8.0,58,+2.275,5204436,57,1,1:27.295,220.136,1,1,21,63,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
613,47,4,1,4,3,3,3,6.0,58,+26.181,5228342,39,4,1:28.070,218.199,1,0,25,100,3.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
614,47,2,9,6,4,4,4,5.0,58,+39.674,5241835,39,5,1:28.319,217.583,2,0,25,150,4.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
615,47,1,2,2,5,5,5,4.0,58,+45.085,5247246,17,3,1:27.963,218.464,-3,0,27,54,2.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
616,47,5,4,7,6,6,6,3.0,58,+46.169,5248330,20,7,1:28.603,216.886,1,0,19,133,6.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
617,47,3,16,8,7,7,7,2.0,58,+55.778,5257939,37,6,1:28.536,217.05,1,0,15,120,7.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
618,47,9,10,5,8,8,8,1.0,58,+56.707,5258868,11,11,1:28.918,216.118,-3,0,22,110,5.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
619,47,21,3,10,9,9,9,0.0,58,+59.491,5261652,56,9,1:28.793,216.422,1,0,7,70,6.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
620,47,14,14,13,10,10,10,0.0,58,+1:11.009,5273170,54,13,1:29.068,215.754,3,0,11,143,7.4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
621,47,25,17,14,11,11,11,0.0,58,+1:19.628,5281789,55,8,1:28.737,216.559,3,0,4,56,6.75,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
633,48,4,1,1,1,1,1,10.0,53,1:18:37.806,4717806,15,1,1:22.871,251.653,0,1,26,26,2.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
634,48,1,2,2,2,2,2,8.0,53,+6.062,4723868,17,2,1:22.936,251.456,0,0,28,56,2.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
635,48,8,6,5,3,3,3,6.0,53,+27.325,4745131,21,3,1:23.370,250.147,2,0,22,110,1.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
636,48,2,9,4,4,4,4,5.0,53,+56.562,4774368,19,4,1:23.681,249.217,0,0,26,104,4.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
637,48,9,10,6,5,5,5,4.0,53,+1:00.558,4778364,22,5,1:23.908,248.543,1,0,23,138,5.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
638,48,3,16,8,6,6,6,3.0,53,+1:05.810,4783616,52,8,1:24.472,246.884,2,0,16,128,7.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
639,48,5,4,7,7,7,7,2.0,53,+1:06.751,4784557,53,7,1:24.226,247.605,0,0,20,140,6.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
640,48,18,7,10,8,8,8,1.0,53,+1:02.168,4779974,32,9,1:24.532,246.708,2,0,7,70,10.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
641,48,17,15,11,9,9,9,0.0,53,+1:05.879,4783685,46,13,1:24.824,245.859,2,0,19,209,7.4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
642,48,22,8,12,10,10,10,0.0,53,+1:06.958,4784764,52,12,1:24.767,246.024,2,0,7,84,8.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
643,48,15,12,9,11,11,11,0.0,53,+1:07.736,4785542,49,10,1:24.622,246.446,-2,0,16,144,7.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
655,49,8,6,1,1,1,1,10.0,44,1:20:39.066,4839066,12,2,1:48.095,233.261,0,0,23,23,1.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
656,49,13,5,2,2,2,2,8.0,44,+4.695,4843761,34,1,1:48.036,233.388,0,1,25,50,2.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
657,49,4,1,3,3,3,3,6.0,44,+14.343,4853409,44,3,1:48.182,233.073,0,0,27,81,2.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
658,49,1,2,4,4,4,4,5.0,44,+23.615,4862681,41,4,1:48.215,233.002,0,0,29,116,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
659,49,2,9,6,5,5,5,4.0,44,+51.879,4890945,33,5,1:48.663,232.042,1,0,27,162,4.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
660,49,3,16,5,6,6,6,3.0,44,+1:16.876,4915942,29,9,1:49.769,229.704,-1,0,17,85,7.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
661,49,17,15,7,7,7,7,2.0,44,+1:20.639,4919705,12,11,1:50.049,229.119,0,0,20,140,7.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
662,49,5,4,9,8,8,8,1.0,44,+1:25.106,4924172,21,8,1:49.600,230.058,1,0,21,189,6.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
663,49,9,10,14,9,9,9,0.0,44,+1:25.661,4924727,32,6,1:48.894,231.549,5,0,24,336,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
664,49,23,11,10,10,10,10,0.0,44,+1:28.574,4927640,43,10,1:50.022,229.175,0,0,3,30,8.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
665,49,15,12,8,11,11,11,0.0,44,+1:43.653,4942719,43,7,1:48.990,231.345,-3,0,17,136,8.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
677,50,1,2,1,1,1,1,10.0,67,2:00:34.579,7234579,27,1,1:28.193,186.259,0,1,30,30,2.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
678,50,5,4,11,2,2,2,8.0,67,+8.377,7242956,34,9,1:29.655,183.222,9,0,22,242,6.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
679,50,8,6,3,3,3,3,6.0,67,+9.478,7244057,29,8,1:29.619,183.295,0,0,24,72,2.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
680,50,14,14,12,4,4,4,5.0,67,+20.297,7254876,56,11,1:30.086,182.345,8,0,12,144,6.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
681,50,21,3,10,5,5,5,4.0,67,+38.864,7273443,33,12,1:30.387,181.738,5,0,8,80,6.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
682,50,13,5,4,6,6,6,3.0,67,+49.042,7283621,32,7,1:29.588,183.359,-2,0,26,104,3.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
683,50,9,10,9,7,7,7,2.0,67,+49.285,7283864,32,4,1:29.021,184.527,2,0,25,225,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
684,50,16,20,20,8,8,8,1.0,67,+1:00.129,7294708,54,18,1:31.891,178.763,12,0,2,40,11.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
685,50,24,18,14,9,9,9,0.0,67,+1:20.622,7315201,35,13,1:30.653,181.205,5,0,1,14,9.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
686,50,22,8,17,10,10,10,0.0,67,+1:28.342,7322921,57,15,1:31.060,180.395,7,0,8,136,9.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
699,51,8,6,2,1,1,1,10.0,56,1:37:58.395,5878395,52,3,1:38.285,199.66,1,0,25,50,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
700,51,4,1,4,2,2,2,8.0,56,+9.806,5888201,54,2,1:37.991,200.259,2,0,28,112,2.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
701,51,13,5,3,3,3,3,6.0,56,+12.891,5891286,56,1,1:37.454,201.362,0,1,27,81,2.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
702,51,20,19,17,4,4,4,5.0,56,+53.509,5931904,52,13,1:39.890,196.452,13,0,13,221,6.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
703,51,18,7,10,5,5,5,4.0,56,+1:08.666,5947061,39,5,1:38.913,198.392,5,0,8,80,9.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
704,51,24,18,11,6,6,6,3.0,56,+1:13.673,5952068,53,11,1:39.654,196.917,5,0,2,22,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
705,51,2,9,8,7,7,7,2.0,56,+1:14.224,5952619,55,7,1:39.325,197.569,1,0,28,224,4.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
706,51,14,14,5,8,8,8,1.0,56,+1:20.750,5959145,55,10,1:39.640,196.945,-3,0,13,65,6.4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
707,51,5,4,13,9,9,9,0.0,56,+1:21.186,5959581,52,8,1:39.331,197.557,4,0,23,299,6.4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
708,51,17,15,7,10,10,10,0.0,56,+1:24.685,5963080,55,9,1:39.371,197.478,-3,0,21,147,7.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
709,51,21,3,18,11,11,11,0.0,56,+1:26.683,5965078,39,4,1:38.900,198.418,7,0,9,162,7.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
721,52,8,6,3,1,1,1,10.0,71,1:28:15.270,5295270,66,1,1:12.445,214.126,2,1,26,78,1.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
722,52,13,5,1,2,2,2,8.0,71,+1.493,5296763,71,3,1:12.584,213.716,-1,0,28,28,2.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
723,52,4,1,4,3,3,3,6.0,71,+57.019,5352289,59,6,1:13.150,212.062,1,0,29,116,2.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
724,52,3,16,10,4,4,4,5.0,71,+1:02.848,5358118,56,7,1:13.159,212.036,6,0,18,180,6.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
725,52,9,10,7,5,5,5,4.0,71,+1:10.957,5366227,61,4,1:12.686,213.416,2,0,26,182,6.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
726,52,2,9,6,6,6,6,3.0,71,+1:11.317,5366587,53,10,1:13.452,211.19,0,0,29,174,5.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
743,53,4,1,4,1,1,1,10.0,57,1:29:46.205,5386205,21,3,1:32.534,210.551,3,0,30,120,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
744,53,30,5,1,2,2,2,8.0,57,+1.246,5387451,38,2,1:32.523,210.576,-1,0,1,1,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
745,53,8,3,22,3,3,3,6.0,57,+19.360,5405565,29,8,1:32.864,209.803,19,0,27,594,1.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746,53,18,12,3,4,4,4,5.0,57,+19.992,5406197,39,5,1:32.729,210.109,-1,0,9,27,6.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
747,53,31,4,5,5,5,5,4.0,57,+37.048,5423253,21,7,1:32.771,210.013,0,0,1,5,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
748,53,17,9,7,6,6,6,3.0,57,+41.932,5428137,25,4,1:32.660,210.265,1,0,22,154,8.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
749,53,3,10,12,7,7,7,2.0,57,+1:03.043,5449248,42,1,1:32.408,210.838,5,1,19,228,6.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
750,53,32,15,8,8,8,8,1.0,57,+1:06.771,5452976,40,10,1:33.212,209.02,0,0,1,8,8.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
751,53,13,6,2,9,9,9,0.0,57,+1:09.907,5456112,28,6,1:32.739,210.086,-7,0,29,58,4.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
752,53,14,14,13,10,10,10,0.0,57,+1:15.541,5461746,26,11,1:33.376,208.653,3,0,14,182,7.4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
753,53,24,20,15,11,11,11,0.0,57,+1:25.997,5472202,26,12,1:33.480,208.421,4,0,3,45,8.666666666666666,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
765,54,21,2,1,1,1,1,10.0,56,1:30:40.529,5440529,16,2,1:35.294,209.402,0,0,10,10,6.4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
766,54,4,1,7,2,2,2,8.0,56,+4.585,5445114,45,1,1:34.803,210.487,5,1,31,217,2.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
767,54,18,12,2,3,3,3,6.0,56,+9.631,5450160,35,4,1:35.604,208.723,-1,0,10,20,5.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
768,54,31,4,5,4,4,4,5.0,56,+39.351,5479880,39,3,1:35.566,208.806,1,0,2,10,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
769,54,13,6,21,5,5,5,4.0,56,+43.254,5483783,51,8,1:35.954,207.962,16,0,30,630,5.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
770,54,30,5,14,6,6,6,3.0,56,+43.854,5484383,44,5,1:35.647,208.629,8,0,2,28,4.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
771,54,35,17,10,7,7,7,2.0,56,+1:20.461,5520990,43,9,1:36.002,207.858,3,0,1,10,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
772,54,23,7,22,8,8,8,1.0,56,+1:21.288,5521817,34,6,1:35.686,208.544,14,0,4,88,8.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
787,55,4,1,3,1,1,1,10.0,57,1:34:27.870,5667870,49,2,1:26.189,221.499,2,0,32,96,1.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
788,55,8,3,4,2,2,2,8.0,57,+1.8,5669670,57,1,1:26.045,221.869,2,1,28,112,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
789,55,23,7,6,3,3,3,6.0,57,+24.8,5692670,45,10,1:27.810,217.41,3,0,5,30,7.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790,55,2,16,8,4,4,4,5.0,57,+31.0,5698870,49,7,1:27.700,217.683,4,0,30,240,5.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
791,55,21,2,2,5,5,5,4.0,57,+38.1,5705970,53,5,1:27.561,218.028,-3,0,11,22,6.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
